band_type,pellet_type,trial_num,mass_gn,velocity_mps,draw_length_m,slack_length_m,draw_weight_kg,note
band_E,"3/8"" steel",10,55.1,50.7,0.800,0.27,5.38,
band_E,"3/8"" steel",11,55.1,50.7,0.800,0.27,5.38,
band_E,"3/8"" steel",12,54.6,50.7,0.800,0.27,5.38,
band_E,"3/8"" steel",13,54.8,50.7,0.800,0.27,5.38,
band_E,"3/8"" steel",14,55.1,50.7,0.800,0.27,5.38,
band_E,"3/8"" steel",15,54.8,50.7,0.800,0.27,5.38,
band_E,"3/8"" steel",16,54.8,50.7,0.800,0.27,5.38,
band_E,"3/8"" steel",17,54.5,50.6,0.800,0.27,5.38,
band_E,"3/8"" steel",18,54.5,50.7,0.800,0.27,5.38,
band_E,"3/8"" steel",19,55.1,50.6,0.800,0.27,5.38,
band_E,"3/8"" steel",20,54.6,50.6,0.800,0.27,5.38,
band_F,"1/2"" steel",1,129.2,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",2,129.2,41.7,0.800,0.26,3.82,
band_F,"1/2"" steel",3,129.2,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",4,129.0,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",5,129.2,41.4,0.800,0.26,3.82,
band_F,"1/2"" steel",6,129.2,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",7,129.0,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",8,129.2,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",9,129.0,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",10,129.2,41.6,0.800,0.26,3.82,
band_F,"1/2"" steel",11,129.2,41.4,0.800,0.26,3.82,
band_F,"1/2"" steel",12,129.2,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",13,129.0,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",14,129.3,41.6,0.800,0.26,3.82,
band_F,"1/2"" steel",15,129.2,41.4,0.800,0.26,3.82,
band_F,"1/2"" steel",16,129.2,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",17,129.0,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",18,128.9,41.5,0.800,0.26,3.82,
band_F,"1/2"" steel",19,129.0,41.4,0.800,0.26,3.82,
band_F,"1/2"" steel",20,129.2,41.4,0.800,0.26,3.82,
band_F,12 mm steel,1,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,2,108.2,43.9,0.800,0.26,3.82,
band_F,12 mm steel,3,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,4,108.2,43.8,0.800,0.26,3.82,
band_F,12 mm steel,5,108.2,44.1,0.800,0.26,3.82,
band_F,12 mm steel,6,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,7,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,8,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,9,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,10,108.2,43.9,0.800,0.26,3.82,
band_F,12 mm steel,11,108.2,43.9,0.800,0.26,3.82,
band_F,12 mm steel,12,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,13,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,14,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,15,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,16,108.2,43.9,0.800,0.26,3.82,
band_F,12 mm steel,17,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,18,108.2,44.0,0.800,0.26,3.82,
band_F,12 mm steel,19,108.2,43.9,0.800,0.26,3.82,
band_F,12 mm steel,20,108.2,44.0,0.800,0.26,3.82,
band_F,11 mm steel,1,83.6,47.5,0.800,0.26,3.82,
band_F,11 mm steel,2,83.6,47.6,0.800,0.26,3.82,
band_F,11 mm steel,3,83.6,47.4,0.800,0.26,3.82,
band_F,11 mm steel,4,83.6,47.4,0.800,0.26,3.82,
band_F,11 mm steel,5,83.6,47.2,0.800,0.26,3.82,
band_F,11 mm steel,6,83.6,47.4,0.800,0.26,3.82,
band_F,11 mm steel,7,83.5,47.4,0.800,0.26,3.82,
band_F,11 mm steel,8,83.6,47.4,0.800,0.26,3.82,
band_F,11 mm steel,9,83.5,47.4,0.800,0.26,3.82,
band_F,11 mm steel,10,83.6,47.3,0.800,0.26,3.82,
band_F,11 mm steel,11,83.6,47.5,0.800,0.26,3.82,
band_F,11 mm steel,12,83.5,47.4,0.800,0.26,3.82,
band_F,11 mm steel,13,83.5,47.3,0.800,0.26,3.82,
band_F,11 mm steel,14,83.6,47.3,0.800,0.26,3.82,
band_F,11 mm steel,15,83.6,47.4,0.800,0.26,3.82,
band_F,11 mm steel,16,83.5,47.4,0.800,0.26,3.82,
band_F,11 mm steel,17,83.6,47.4,0.800,0.26,3.82,
band_F,11 mm steel,18,83.6,47.3,0.800,0.26,3.82,
band_F,11 mm steel,19,83.5,47.3,0.800,0.26,3.82,
band_F,11 mm steel,20,83.6,47.4,0.800,0.26,3.82,
band_F,10 mm steel,1,63.1,50.7,0.800,0.26,3.82,
band_F,10 mm steel,2,63.1,50.7,0.800,0.26,3.82,
band_F,10 mm steel,3,63.0,50.6,0.800,0.26,3.82,
band_F,10 mm steel,4,63.0,50.6,0.800,0.26,3.82,
band_F,10 mm steel,5,63.0,50.5,0.800,0.26,3.82,
band_F,10 mm steel,6,63.0,50.7,0.800,0.26,3.82,
band_F,10 mm steel,7,63.1,50.6,0.800,0.26,3.82,
band_F,10 mm steel,8,63.1,50.7,0.800,0.26,3.82,
band_F,10 mm steel,9,63.1,50.6,0.800,0.26,3.82,
band_F,10 mm steel,10,63.0,50.8,0.800,0.26,3.82,
band_F,10 mm steel,11,63.0,50.7,0.800,0.26,3.82,
band_F,10 mm steel,12,63.0,50.7,0.800,0.26,3.82,
band_F,10 mm steel,13,63.0,50.5,0.800,0.26,3.82,
band_F,10 mm steel,14,63.0,50.6,0.800,0.26,3.82,
band_F,10 mm steel,15,63.0,50.5,0.800,0.26,3.82,
band_F,10 mm steel,16,63.1,50.6,0.800,0.26,3.82,
band_F,10 mm steel,17,63.0,50.7,0.800,0.26,3.82,
band_F,10 mm steel,18,63.1,50.7,0.800,0.26,3.82,
band_F,10 mm steel,19,63.3,50.5,0.800,0.26,3.82,
band_F,10 mm steel,20,63.1,50.6,0.800,0.26,3.82,
band_F,9 mm steel,1,46.1,53.5,0.800,0.26,3.82,
band_F,9 mm steel,2,46.1,53.5,0.800,0.26,3.82,
band_F,9 mm steel,3,46.1,53.6,0.800,0.26,3.82,
band_F,9 mm steel,4,46.1,53.6,0.800,0.26,3.82,
band_F,9 mm steel,5,46.1,53.4,0.800,0.26,3.82,
band_F,9 mm steel,6,46.1,53.5,0.800,0.26,3.82,
band_F,9 mm steel,7,46.1,53.5,0.800,0.26,3.82,
band_F,9 mm steel,8,46.1,53.6,0.800,0.26,3.82,
band_F,9 mm steel,9,46.1,53.4,0.800,0.26,3.82,
band_F,9 mm steel,10,46.1,53.4,0.800,0.26,3.82,
band_F,9 mm steel,11,46.1,53.6,0.800,0.26,3.82,
band_F,9 mm steel,12,46.1,53.3,0.800,0.26,3.82,
band_F,9 mm steel,13,46.1,53.5,0.800,0.26,3.82,
band_F,9 mm steel,14,46.1,53.3,0.800,0.26,3.82,
band_F,9 mm steel,15,46.1,53.5,0.800,0.26,3.82,
band_F,9 mm steel,16,46.1,53.5,0.800,0.26,3.82,
band_F,9 mm steel,17,46.1,53.4,0.800,0.26,3.82,
band_F,9 mm steel,18,46.1,53.4,0.800,0.26,3.82,
band_F,9 mm steel,19,46.1,53.4,0.800,0.26,3.82,
band_F,9 mm steel,20,46.1,53.5,0.800,0.26,3.82,
band_F,8 mm steel,1,32.1,55.8,0.800,0.26,3.82,
band_F,8 mm steel,2,32.1,55.8,0.800,0.26,3.82,
band_F,8 mm steel,3,32.3,55.8,0.800,0.26,3.82,
band_F,8 mm steel,4,32.1,55.8,0.800,0.26,3.82,
band_F,8 mm steel,5,32.3,55.7,0.800,0.26,3.82,
band_F,8 mm steel,6,32.4,55.7,0.800,0.26,3.82,
band_F,8 mm steel,7,32.3,55.7,0.800,0.26,3.82,
band_F,8 mm steel,8,32.3,55.7,0.800,0.26,3.82,
band_F,8 mm steel,9,32.3,55.7,0.800,0.26,3.82,
band_F,8 mm steel,10,32.3,55.7,0.800,0.26,3.82,
band_F,8 mm steel,11,32.3,55.6,0.800,0.26,3.82,
band_F,8 mm steel,12,32.3,55.7,0.800,0.26,3.82,
band_F,8 mm steel,13,32.3,55.6,0.800,0.26,3.82,
band_F,8 mm steel,14,32.3,55.6,0.800,0.26,3.82,
band_F,8 mm steel,15,32.3,55.7,0.800,0.26,3.82,
band_F,8 mm steel,16,32.1,55.6,0.800,0.26,3.82,
band_F,8 mm steel,17,32.3,55.8,0.800,0.26,3.82,
band_F,8 mm steel,18,32.4,55.7,0.800,0.26,3.82,
band_F,8 mm steel,19,32.3,55.7,0.800,0.26,3.82,
band_F,8 mm steel,20,32.1,55.7,0.800,0.26,3.82,
band_F,7 mm steel,1,21.6,57.9,0.800,0.26,3.82,
band_F,7 mm steel,2,21.6,57.4,0.800,0.26,3.82,
band_F,7 mm steel,3,21.6,57.5,0.800,0.26,3.82,
band_F,7 mm steel,4,21.6,57.5,0.800,0.26,3.82,
band_F,7 mm steel,5,21.6,57.5,0.800,0.26,3.82,
band_F,7 mm steel,6,21.5,57.5,0.800,0.26,3.82,
band_F,7 mm steel,7,21.6,57.5,0.800,0.26,3.82,
band_F,7 mm steel,8,21.6,57.5,0.800,0.26,3.82,
band_F,7 mm steel,9,21.6,57.4,0.800,0.26,3.82,
band_F,7 mm steel,10,21.6,57.5,0.800,0.26,3.82,
band_F,7 mm steel,11,21.6,57.5,0.800,0.26,3.82,
band_F,7 mm steel,12,21.6,57.5,0.800,0.26,3.82,
band_F,7 mm steel,13,21.5,57.4,0.800,0.26,3.82,
band_F,7 mm steel,14,21.6,57.4,0.800,0.26,3.82,
band_F,7 mm steel,15,21.6,57.4,0.800,0.26,3.82,
band_F,7 mm steel,16,21.5,57.4,0.800,0.26,3.82,
band_F,7 mm steel,17,21.6,57.4,0.800,0.26,3.82,
band_F,7 mm steel,18,21.5,57.4,0.800,0.26,3.82,
band_F,7 mm steel,19,21.6,57.3,0.800,0.26,3.82,
band_F,7 mm steel,20,21.6,57.2,0.800,0.26,3.82,
band_F,6 mm steel,1,13.4,58.6,0.800,0.26,3.82,
band_F,6 mm steel,2,13.6,58.7,0.800,0.26,3.82,
band_F,6 mm steel,3,13.6,58.9,0.800,0.26,3.82,
band_F,6 mm steel,4,13.6,59.0,0.800,0.26,3.82,
band_F,6 mm steel,5,13.6,58.8,0.800,0.26,3.82,
band_F,6 mm steel,6,13.4,58.8,0.800,0.26,3.82,
band_F,6 mm steel,7,13.4,58.7,0.800,0.26,3.82,
band_F,6 mm steel,8,13.6,58.6,0.800,0.26,3.82,
band_F,6 mm steel,9,13.4,58.8,0.800,0.26,3.82,
band_F,6 mm steel,10,13.6,58.8,0.800,0.26,3.82,
band_F,6 mm steel,11,13.6,58.7,0.800,0.26,3.82,
band_F,6 mm steel,12,13.6,58.4,0.800,0.26,3.82,
band_F,6 mm steel,13,13.6,58.2,0.800,0.26,3.82,
band_F,6 mm steel,14,13.6,58.4,0.800,0.26,3.82,
band_F,6 mm steel,15,13.6,58.3,0.800,0.26,3.82,
band_F,6 mm steel,16,13.6,58.1,0.800,0.26,3.82,
band_F,6 mm steel,17,13.4,58.3,0.800,0.26,3.82,
band_F,6 mm steel,18,13.6,58.4,0.800,0.26,3.82,
band_F,6 mm steel,19,13.6,58.5,0.800,0.26,3.82,
band_F,6 mm steel,20,13.6,58.5,0.800,0.26,3.82,
band_F,clay,1,16.8,58.0,0.800,0.26,3.82,
band_F,clay,2,17.1,58.2,0.800,0.26,3.82,
band_F,clay,3,15.4,58.4,0.800,0.26,3.82,
band_F,clay,4,15.4,58.4,0.800,0.26,3.82,
band_F,clay,5,15.1,58.4,0.800,0.26,3.82,
band_F,clay,6,17.1,57.9,0.800,0.26,3.82,
band_F,clay,7,17.0,58.1,0.800,0.26,3.82,
band_F,clay,8,15.6,58.2,0.800,0.26,3.82,
band_F,clay,9,17.3,58.1,0.800,0.26,3.82,
band_F,clay,10,16.4,57.9,0.800,0.26,3.82,
band_F,clay,11,16.5,58.2,0.800,0.26,3.82,
band_F,clay,12,15.7,58.2,0.800,0.26,3.82,
band_F,clay,13,17.1,58.1,0.800,0.26,3.82,
band_F,clay,14,16.4,58.1,0.800,0.26,3.82,
band_F,clay,15,17.0,58.0,0.800,0.26,3.82,
band_F,clay,16,15.7,58.2,0.800,0.26,3.82,
band_F,clay,17,16.0,58.0,0.800,0.26,3.82,
band_F,clay,18,15.7,58.2,0.800,0.26,3.82,
band_F,clay,19,15.9,58.2,0.800,0.26,3.82,
band_F,clay,20,15.4,58.2,0.800,0.26,3.82,
band_F,rubber,1,9.4,58.9,0.800,0.26,3.82,
band_F,rubber,2,9.3,58.9,0.800,0.26,3.82,
band_F,rubber,3,9.3,58.9,0.800,0.26,3.82,
band_F,rubber,4,9.3,58.9,0.800,0.26,3.82,
band_F,rubber,5,9.6,58.9,0.800,0.26,3.82,
band_F,rubber,6,9.4,58.9,0.800,0.26,3.82,
band_F,rubber,7,9.6,58.9,0.800,0.26,3.82,
band_F,rubber,8,9.4,59.0,0.800,0.26,3.82,
band_F,rubber,9,9.4,59.0,0.800,0.26,3.82,
band_F,rubber,10,9.4,58.9,0.800,0.26,3.82,
band_F,rubber,11,9.6,58.9,0.800,0.26,3.82,
band_F,rubber,12,9.6,59.0,0.800,0.26,3.82,
band_F,rubber,13,9.3,59.1,0.800,0.26,3.82,
band_F,rubber,14,9.4,59.1,0.800,0.26,3.82,
band_F,rubber,15,9.4,59.0,0.800,0.26,3.82,
band_F,rubber,16,9.4,59.0,0.800,0.26,3.82,
band_F,rubber,17,9.4,58.9,0.800,0.26,3.82,
band_F,rubber,18,9.3,59.2,0.800,0.26,3.82,
band_F,rubber,19,9.4,59.0,0.800,0.26,3.82,
band_F,rubber,20,9.4,58.8,0.800,0.26,3.82,
band_F,"3/8"" steel",1,54.6,51.9,0.800,0.26,3.82,
band_F,"3/8"" steel",2,54.3,51.9,0.800,0.26,3.82,
band_F,"3/8"" steel",3,54.9,51.7,0.800,0.26,3.82,
band_F,"3/8"" steel",4,55.1,51.9,0.800,0.26,3.82,
band_F,"3/8"" steel",5,54.9,51.8,0.800,0.26,3.82,
band_F,"3/8"" steel",6,54.8,51.8,0.800,0.26,3.82,
band_F,"3/8"" steel",7,54.6,51.9,0.800,0.26,3.82,
band_F,"3/8"" steel",8,54.8,51.9,0.800,0.26,3.82,
band_F,"3/8"" steel",9,54.5,51.9,0.800,0.26,3.82,
band_F,"3/8"" steel",10,55.1,51.9,0.800,0.26,3.82,
band_F,"3/8"" steel",11,55.1,51.8,0.800,0.26,3.82,
band_F,"3/8"" steel",12,54.5,52.0,0.800,0.26,3.82,
band_F,"3/8"" steel",13,55.1,51.8,0.800,0.26,3.82,
band_F,"3/8"" steel",14,54.9,51.8,0.800,0.26,3.82,
band_F,"3/8"" steel",15,54.3,51.9,0.800,0.26,3.82,
band_F,"3/8"" steel",16,54.8,51.8,0.800,0.26,3.82,
band_F,"3/8"" steel",17,54.8,51.9,0.800,0.26,3.82,
band_F,"3/8"" steel",18,54.8,51.9,0.800,0.26,3.82,
band_F,"3/8"" steel",19,55.1,51.8,0.800,0.26,3.82,
band_F,"3/8"" steel",20,54.9,51.8,0.800,0.26,3.82,
